6.219641123607288653e-06 0.000000000000000000e+00 0.000000000000000000e+00
7.500621964112359763e-02 2.691586316305953694e-08 2.691807374124395845e-08
1.500062196411235949e-01 1.466755106275532082e-04 1.466821511525665401e-04
2.250062196411236060e-01 2.577957284080567308e-03 2.578150579835996464e-03
3.000062196411236171e-01 1.076325827553361453e-02 1.076272898206383916e-02
3.750062196411236282e-01 2.519689858809193855e-02 2.519717193518690099e-02
4.500062196411236393e-01 4.405877011484612971e-02 4.405965806793772643e-02
5.250062196411235949e-01 6.508913353670789381e-02 6.508691107453250246e-02
6.000062196411235504e-01 8.641974933256466040e-02 8.642319959712055355e-02
6.750062196411235060e-01 1.067882801916630597e-01 1.067889468616898263e-01
7.500062196411234616e-01 1.254215394877593037e-01 1.254207514443664295e-01
8.250062196411234172e-01 1.419337589123335075e-01 1.419398250240637704e-01
9.000062196411233728e-01 1.562279505912207433e-01 1.562300549871592503e-01
9.750062196411233284e-01 1.683378188607835280e-01 1.683492565287506570e-01
1.050006219641123284e+00 1.784414111113442891e-01 1.784491645774406998e-01
1.125006219641123240e+00 1.867355739219838662e-01 1.867341848761340795e-01
1.200006219641123195e+00 1.934115340528390625e-01 1.934268155928303146e-01
1.275006219641123151e+00 1.987317255740869426e-01 1.987419092984270830e-01
1.350006219641123106e+00 2.028765317356750475e-01 2.028843496382226608e-01
1.425006219641123062e+00 2.060548622019422182e-01 2.060365448105004882e-01
1.500006219641123018e+00 2.083429666483370135e-01 2.083630405084378190e-01
1.575006219641122973e+00 2.099937134211717904e-01 2.099995177558376114e-01
1.650006219641122929e+00 2.110580480935550785e-01 2.110676500143269518e-01
1.725006219641122884e+00 2.116514865046124627e-01 2.116680432575504811e-01
1.800006219641122840e+00 2.118766892414180036e-01 2.118854139135500636e-01
1.875006219641122795e+00 2.117985419368305644e-01 2.117911400195177096e-01
1.950006219641122751e+00 2.114302607291033143e-01 2.114451427096124547e-01
2.025006219641122929e+00 2.108845187538809229e-01 2.108958823335271293e-01
2.100006219641123106e+00 2.101732273419286423e-01 2.101846524711634134e-01
2.175006219641123284e+00 2.093552315424760668e-01 2.093451515046822475e-01
2.250006219641123462e+00 2.084134818367925912e-01 2.084056893298552038e-01
2.325006219641123639e+00 2.073806788244748622e-01 2.073892515037205619e-01
2.400006219641123817e+00 2.063235354823611534e-01 2.063147396990237248e-01
2.475006219641123995e+00 2.052175397190648398e-01 2.051980078361236859e-01
2.550006219641124172e+00 2.040581600877807988e-01 2.040519372080427662e-01
2.625006219641124350e+00 2.029046653278402668e-01 2.028870589250549306e-01
2.700006219641124527e+00 2.017263464209455293e-01 2.017120424382785604e-01
2.775006219641124705e+00 2.005188703132447514e-01 2.005338961166249212e-01
2.850006219641124883e+00 1.993722933133618147e-01 1.993584931440118280e-01
2.925006219641125060e+00 1.982014111978245285e-01 1.981903197544387374e-01
