6.219641123607288653e-06 0.000000000000000000e+00 0.000000000000000000e+00
7.500621964112359763e-02 1.309047864001545402e-13 1.309155375049323980e-13
1.500062196411235949e-01 3.233740616689296892e-07 3.233887019693860480e-07
2.250062196411236060e-01 4.364004037372250851e-05 4.364331251272305853e-05
3.000062196411236171e-01 5.040639550987138914e-04 5.040391672739723055e-04
3.750062196411236282e-01 2.168574188202747593e-03 2.168597713854227005e-03
4.500062196411236393e-01 5.679644245451351270e-03 5.679758712052524611e-03
5.250062196411235949e-01 1.118535203465547724e-02 1.118497011189103531e-02
6.000062196411235504e-01 1.841386279506647058e-02 1.841459795917686770e-02
6.750062196411235060e-01 2.689109262051422172e-02 2.689126049928711182e-02
7.500062196411234616e-01 3.610113895650042537e-02 3.610091212732780691e-02
8.250062196411234172e-01 4.558507591820294691e-02 4.558702418030684267e-02
9.000062196411233728e-01 5.498709777926772541e-02 5.498783845739093484e-02
9.750062196411233284e-01 6.403966807458377763e-02 6.404401923266053731e-02
1.050006219641123284e+00 7.258016990820932712e-02 7.258332359256515487e-02
1.125006219641123240e+00 8.050720384501769411e-02 8.050660498645512142e-02
1.200006219641123195e+00 8.776248719295329237e-02 8.776942135003101830e-02
1.275006219641123151e+00 9.435783400257607978e-02 9.436266923544109342e-02
1.350006219641123106e+00 1.003016958064210651e-01 1.003055609596572306e-01
1.425006219641123062e+00 1.056410189180334441e-01 1.056316278855911894e-01
1.500006219641123018e+00 1.103762741745963477e-01 1.103869089366997513e-01
1.575006219641122973e+00 1.146123116339386183e-01 1.146154795774103896e-01
1.650006219641122929e+00 1.183623917600835490e-01 1.183677765644931129e-01
1.725006219641122884e+00 1.216809665954842468e-01 1.216904852704269735e-01
1.800006219641122840e+00 1.246226434388983256e-01 1.246277751582400006e-01
1.875006219641122795e+00 1.272256141039776189e-01 1.272211678341069185e-01
1.950006219641122751e+00 1.295002326028517892e-01 1.295093477594565501e-01
2.025006219641122929e+00 1.315181169900219993e-01 1.315252038857607775e-01
2.100006219641123106e+00 1.332927522841071410e-01 1.332999981495304742e-01
2.175006219641123284e+00 1.348672253009769451e-01 1.348607317124567717e-01
2.250006219641123462e+00 1.362375815622743069e-01 1.362324876869160373e-01
2.325006219641123639e+00 1.374309957642370073e-01 1.374366768713284614e-01
2.400006219641123817e+00 1.384977052825037969e-01 1.384918009836774433e-01
2.475006219641123995e+00 1.394285974668308947e-01 1.394153271437966468e-01
2.550006219641124172e+00 1.402266407994902375e-01 1.402223645013927211e-01
2.625006219641124350e+00 1.409377918831474785e-01 1.409255624574338450e-01
2.700006219641124527e+00 1.415470288601794469e-01 1.415369920638794299e-01
2.775006219641124705e+00 1.420563679011726810e-01 1.420670128397245879e-01
2.850006219641124883e+00 1.425338525655452104e-01 1.425239866445046077e-01
2.925006219641125060e+00 1.429247314034623462e-01 1.429167332688516256e-01
