6.219641123607288653e-06 0.000000000000000000e+00 0.000000000000000000e+00
7.500621964112359763e-02 6.258983221293134833e-39 6.259497266548969570e-39
1.500062196411235949e-01 7.062433175900654198e-20 7.062752917512316108e-20
2.250062196411236060e-01 1.582206699723205236e-13 1.582325333899635212e-13
3.000062196411236171e-01 2.354638719684354013e-10 2.354522928084254329e-10
3.750062196411236282e-01 1.868583853273333927e-08 1.868604124497040119e-08
4.500062196411236393e-01 3.414585766043394900e-07 3.414654583034418121e-07
5.250062196411235949e-01 2.691365647635520116e-06 2.691273751215534454e-06
6.000062196411235504e-01 1.252753029245143733e-05 1.252803044772930486e-05
6.750062196411235060e-01 4.103099978050938983e-05 4.103125593350364557e-05
7.500062196411234616e-01 1.050500120957313774e-04 1.050493520498708803e-04
8.250062196411234172e-01 2.248500370153487299e-04 2.248596468886976613e-04
9.000062196411233728e-01 4.209000378114113221e-04 4.209057073495876583e-04
9.750062196411233284e-01 7.108077266797019128e-04 7.108560223201068617e-04
1.050006219641123284e+00 1.107606774374336051e-03 1.107654901048070375e-03
1.125006219641123240e+00 1.618808742564079028e-03 1.618796700940095933e-03
1.200006219641123195e+00 2.246341691530006658e-03 2.246519176086763433e-03
1.275006219641123151e+00 2.988284194880310145e-03 2.988437325249418148e-03
1.350006219641123106e+00 3.838548945586659541e-03 3.838696865118427365e-03
1.425006219641123062e+00 4.789290999759460848e-03 4.788865252378236154e-03
1.500006219641123018e+00 5.828599118785794848e-03 5.829160704737921563e-03
1.575006219641122973e+00 6.948404226144157259e-03 6.948596283624664145e-03
1.650006219641122929e+00 8.135999092025539628e-03 8.136369232938842760e-03
1.725006219641122884e+00 9.380998672965655191e-03 9.381732515566551522e-03
1.800006219641122840e+00 1.067400575898377717e-02 1.067444529388927171e-02
1.875006219641122795e+00 1.200546983753621524e-02 1.200505027140404482e-02
1.950006219641122751e+00 1.336412208627421605e-02 1.336506274918464535e-02
2.025006219641122929e+00 1.474567172113804697e-02 1.474646629636827341e-02
2.100006219641123106e+00 1.614154935776982921e-02 1.614242682104045923e-02
2.175006219641123284e+00 1.754756851159359338e-02 1.754672363108841782e-02
2.250006219641123462e+00 1.895491608383999271e-02 1.895420736618036797e-02
2.325006219641123639e+00 2.035937726109579918e-02 2.036021887474993158e-02
2.400006219641123817e+00 2.176148283717679877e-02 2.176055512290664060e-02
2.475006219641123995e+00 2.315421305264019070e-02 2.315200931615861435e-02
2.550006219641124172e+00 2.453255316969729649e-02 2.453180503432266651e-02
2.625006219641124350e+00 2.589953289537215778e-02 2.589728554631602966e-02
2.700006219641124527e+00 2.724858845496708898e-02 2.724665631598834764e-02
2.775006219641124705e+00 2.857620377620806451e-02 2.857834512289839091e-02
2.850006219641124883e+00 2.989261791251623945e-02 2.989054880259804647e-02
2.925006219641125060e+00 3.118445799844300759e-02 3.118271290163307161e-02
