6.219641123607288653e-06 0.000000000000000000e+00 0.000000000000000000e+00
6.000621964112360512e-02 1.221750372472151633e-24 1.221763613377697649e-24
1.200062196411235960e-01 9.872092806185566344e-13 9.872257214335021215e-13
1.800062196411235937e-01 9.196797915123667061e-09 9.196489862823512933e-09
2.400062196411235915e-01 8.856986148769568195e-07 8.857052639043721843e-07
3.000062196411236171e-01 1.366220234733737108e-05 1.366236153693894880e-05
3.600062196411236148e-01 8.415194249260666550e-05 8.414419877177883465e-05
4.200062196411236126e-01 3.061882463570562724e-04 3.061866219209295357e-04
4.800062196411236104e-01 8.009547486829867976e-04 8.010193096604580109e-04
5.400062196411236082e-01 1.680545091207890501e-03 1.680601365300053978e-03
