6.219641123607288653e-06 1.000037347483890171e+00 1.000000000000000000e+00
6.000621964112360512e-02 9.999891621005840836e-01 9.999999996352726406e-01
1.200062196411235960e-01 9.999662665932644856e-01 9.999829198608778391e-01
1.800062196411235937e-01 9.994144990936870698e-01 9.993810231014890189e-01
2.400062196411235915e-01 9.962228576545684167e-01 9.962303363984448268e-01
3.000062196411236171e-01 9.886938658698811722e-01 9.887053859585601678e-01
3.600062196411236148e-01 9.763329680868606530e-01 9.762431252416933214e-01
4.200062196411236126e-01 9.592015496655315054e-01 9.591964607646065177e-01
4.800062196411236104e-01 9.382460611230896141e-01 9.383216884702203497e-01
5.400062196411236082e-01 9.144507453301415900e-01 9.144813662791366760e-01
